scenario,year,ensemble_mean,sd,n_models
ssp585,2031,15.364517156862746,0.6411546500343698,34
ssp585,2032,15.377688725490197,0.6142950074602448,34
ssp585,2033,15.404519607843138,0.6477317006950974,34
ssp585,2034,15.424936274509804,0.6490163925530198,34
ssp585,2035,15.470563725490196,0.6699567580707654,34
ssp585,2036,15.56168137254902,0.67358927918508,34
ssp585,2037,15.58769362745098,0.6710606578008126,34
ssp585,2038,15.62221568627451,0.6505679195092795,34
ssp585,2039,15.653561274509803,0.6839396134975085,34
ssp585,2040,15.743926470588235,0.709927437892555,34
ssp585,2041,15.75888725490196,0.7009629364311275,34
ssp585,2042,15.794482843137255,0.659135931545202,34
ssp585,2043,15.854705882352942,0.6809512407439661,34
ssp585,2044,15.902269607843138,0.7092951138464447,34
ssp585,2045,15.91571568627451,0.6910932599793669,34
ssp585,2046,15.977210784313726,0.6951058500514846,34
ssp585,2047,16.043990196078433,0.6899876489539877,34
ssp585,2048,16.126745098039216,0.682086306997947,34
ssp585,2049,16.17417156862745,0.7159363115276348,34
ssp585,2050,16.18210294117647,0.7138033928854577,34
ssp585,2051,16.182502450980394,0.6847680843386522,34
ssp585,2052,16.258664215686274,0.6858764323280861,34
ssp585,2053,16.306095588235294,0.7036140671753831,34
ssp585,2054,16.379779411764705,0.7243612883394317,34
ssp585,2055,16.43502450980392,0.7256153937987851,34
ssp585,2056,16.49437254901961,0.7540339040560662,34
ssp585,2057,16.527171568627452,0.7672889964124643,34
ssp585,2058,16.58522794117647,0.7532101910362193,34
ssp585,2059,16.660970588235294,0.7473976560463756,34
ssp585,2060,16.720654411764706,0.7595161884673158,34
ssp585,2061,16.739333333333335,0.7291541320711955,34
ssp585,2062,16.79153431372549,0.755705379655829,34
ssp585,2063,16.82687254901961,0.7722587779031869,34
ssp585,2064,16.863281862745097,0.7802142757497009,34
ssp585,2065,16.906017156862745,0.7940093129482637,34
ssp585,2066,17.022529411764705,0.7981437455137225,34
ssp585,2067,17.088325980392156,0.7853541201330468,34
ssp585,2068,17.103303921568628,0.8015547604757856,34
ssp585,2069,17.16131617647059,0.8276027649829939,34
ssp585,2070,17.264563725490195,0.8472814503371144,34
ssp585,2071,17.309264705882352,0.873132111975255,34
ssp585,2072,17.337387254901962,0.83077625177062,34
ssp585,2073,17.408460784313725,0.8681736602246025,34
ssp585,2074,17.446879901960784,0.8800731355894152,34
ssp585,2075,17.49733088235294,0.9045995408626002,34
ssp585,2076,17.55158088235294,0.8815755240848787,34
ssp585,2077,17.615230392156864,0.8835563254981476,34
ssp585,2078,17.65035294117647,0.8876117653955067,34
ssp585,2079,17.731073529411766,0.9090045959953673,34
ssp585,2080,17.822980392156865,0.9426286225988485,34
ssp585,2081,17.89818382352941,0.9590889885920246,34
ssp585,2082,17.94581617647059,0.9326258846569054,34
ssp585,2083,17.992539215686275,0.9353981988987737,34
ssp585,2084,18.083992647058825,0.9696533724030694,34
ssp585,2085,18.130372549019608,0.9919662609229548,34
ssp585,2086,18.18999019607843,1.0024052909503285,34
ssp585,2087,18.229833333333332,0.9946278374008339,34
ssp585,2088,18.311274509803923,1.0494982069226835,34
ssp585,2089,18.364218137254902,1.0810797109076444,34
ssp585,2090,18.43372794117647,1.075164008377848,34
ssp585,2091,18.52048529411765,1.0853131292773974,34
ssp585,2092,18.539154411764706,1.071529479361104,34
ssp585,2093,18.619507352941177,1.064759688068886,34
ssp585,2094,18.67763480392157,1.1215817179725978,34
ssp585,2095,18.74215931372549,1.1403463759126393,34
ssp585,2096,18.810223039215686,1.1488568236055483,34
ssp585,2097,18.86421568627451,1.1416462436641266,34
ssp585,2098,18.93532107843137,1.1243231039051438,34
ssp585,2099,18.998279411764706,1.1920117032243793,34
ssp585,2100,19.103635416666666,1.1860482495062372,32
